Name,Energy Type,Set Name,Set Code,Card Number,Card Type,HP,Attacks,Weakness,Retreat Cost,Illustrator,Flavor Text,Image URL,Rarity,Pack,Local Image Path
Pinsir,Grass,Genetic Apex,A1,229,Pokémon - Basic,90,"[{'name': 'Double Horn', 'cost': ['GG'], 'damage': '50x', 'effect': 'Flip 2 coins. This attack does 50 damage for each heads.'}]",Fire,2,Scav,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_229_EN.webp,☆,Charizard,cards/genetic-apex/229.webp
Charmander,Fire,Genetic Apex,A1,230,Pokémon - Basic,60,"[{'name': 'Ember', 'cost': ['R'], 'damage': '30', 'effect': 'Discard a [R] Energy from this Pokémon.'}]",Water,1,GIDORA,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_230_EN.webp,☆,Charizard,cards/genetic-apex/230.webp
Rapidash,Fire,Genetic Apex,A1,231,Pokémon - Stage 1 - Evolves from Ponyta,100,"[{'name': 'Fire Mane', 'cost': ['R'], 'damage': '40', 'effect': ''}]",Water,1,Taira Akitsu,"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_231_EN.webp,☆,Charizard,cards/genetic-apex/231.webp
Squirtle,Water,Genetic Apex,A1,232,Pokémon - Basic,60,"[{'name': 'Water Gun', 'cost': ['W'], 'damage': '20', 'effect': ''}]",Lightning,1,Taira Akitsu,"When it retracts its long neck into its shell, it squirts out water with vigorous force.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_232_EN.webp,☆,Pikachu,cards/genetic-apex/232.webp
Gyarados,Water,Genetic Apex,A1,233,Pokémon - Stage 1 - Evolves from Magikarp,150,"[{'name': 'Hyper Beam', 'cost': ['WWWW'], 'damage': '100', 'effect': ""Discard a random Energy from your opponent's Active Pokémon.""}]",Lightning,4,Nurikabe,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_233_EN.webp,☆,Pikachu,cards/genetic-apex/233.webp
Lapras,Water,Genetic Apex,A1,234,Pokémon - Basic,100,"[{'name': 'Hydro Pump', 'cost': ['W'], 'damage': '20+', 'effect': 'If this Pokémon has at least 3 extra [W] Energy attached, this attack does 70 more damage.'}]",Lightning,2,Haru Akasaka,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_234_EN.webp,☆,Charizard,cards/genetic-apex/234.webp
Electrode,Lightning,Genetic Apex,A1,235,Pokémon - Stage 1 - Evolves from Voltorb,80,"[{'name': 'Electro Ball', 'cost': ['LL'], 'damage': '70', 'effect': ''}]",Fighting,0,DOM,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_235_EN.webp,☆,Pikachu,cards/genetic-apex/235.webp
Alakazam,Psychic,Genetic Apex,A1,236,Pokémon - Stage 2 - Evolves from Kadabra,130,"[{'name': 'Psychic', 'cost': ['PCC'], 'damage': '60+', 'effect': ""This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.""}]",Darkness,2,AKIRA EGAWA,"It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_236_EN.webp,☆,Charizard,cards/genetic-apex/236.webp
Slowpoke,Psychic,Genetic Apex,A1,237,Pokémon - Basic,70,"[{'name': 'Tail Whap', 'cost': ['PC'], 'damage': '30', 'effect': ''}]",Darkness,2,Miki Tanaka,It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_237_EN.webp,☆,Charizard,cards/genetic-apex/237.webp
Diglett,Fighting,Genetic Apex,A1,238,Pokémon - Basic,50,"[{'name': 'Mud-Slap', 'cost': ['F'], 'damage': '20', 'effect': ''}]",Grass,1,Shinya Komatsu,"It lives about one yard underground, where it feeds on plant roots. It sometimes appears aboveground.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_238_EN.webp,☆,Pikachu,cards/genetic-apex/238.webp
Cubone,Fighting,Genetic Apex,A1,239,Pokémon - Basic,60,"[{'name': 'Growl', 'cost': ['C'], 'damage': '0', 'effect': ""During your opponent's next turn, attacks used by the Defending Pokémon do -20 damage.""}]",Grass,1,Teeziro,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_239_EN.webp,☆,Mewtwo,cards/genetic-apex/239.webp
Nidoqueen,Darkness,Genetic Apex,A1,240,Pokémon - Stage 2 - Evolves from Nidorina,140,"[{'name': 'Lovestrike', 'cost': ['DDC'], 'damage': '80+', 'effect': 'This attack does 50 more damage for each of your Benched Nidoking.'}]",Fighting,2,aoki,"Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_240_EN.webp,☆,Pikachu,cards/genetic-apex/240.webp
Nidoking,Darkness,Genetic Apex,A1,241,Pokémon - Stage 2 - Evolves from Nidorino,150,"[{'name': 'Poison Horn', 'cost': ['DDC'], 'damage': '90', 'effect': ""Your opponent's Active Pokémon is now Poisoned.""}]",Fighting,3,nagimiso,"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_241_EN.webp,☆,Pikachu,cards/genetic-apex/241.webp
Golbat,Darkness,Genetic Apex,A1,242,Pokémon - Stage 1 - Evolves from Zubat,70,"[{'name': 'Wing Attack', 'cost': ['C'], 'damage': '40', 'effect': ''}]",Fighting,1,Tomokazu Komiya,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_242_EN.webp,☆,Mewtwo,cards/genetic-apex/242.webp
Weezing,Darkness,Genetic Apex,A1,243,Pokémon - Stage 1 - Evolves from Koffing,110,"[{'name': 'Tackle', 'cost': ['D'], 'damage': '30', 'effect': ''}]",Fighting,3,KEIICHIRO ITO,"If one of the twin Koffing inflates, the other one deflates. It constantly mixes its poisonous gases.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_243_EN.webp,☆,Mewtwo,cards/genetic-apex/243.webp
Dragonite,Dragon,Genetic Apex,A1,244,Pokémon - Stage 2 - Evolves from Dragonair,160,"[{'name': 'Draco Meteor', 'cost': ['WLCC'], 'damage': '0', 'effect': ""1 of your opponent's Pokémon is chosen at random 4 times. For each time a Pokémon was chosen, do 50 damage to it.""}]",none,3,Gemi,It is said that somewhere in the ocean lies an island where these gather. Only they live there.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_244_EN.webp,☆,Mewtwo,cards/genetic-apex/244.webp
Pidgeot,Colorless,Genetic Apex,A1,245,Pokémon - Stage 2 - Evolves from Pidgeotto,130,"[{'name': 'Wing Attack', 'cost': ['CC'], 'damage': '70', 'effect': ''}]",Lightning,1,Anesaki Dynamic,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_245_EN.webp,☆,Mewtwo,cards/genetic-apex/245.webp
Meowth,Colorless,Genetic Apex,A1,246,Pokémon - Basic,60,"[{'name': 'Pay Day', 'cost': ['C'], 'damage': '10', 'effect': 'Draw 1 card.'}]",Fighting,1,Mina Nakai,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_246_EN.webp,☆,Charizard,cards/genetic-apex/246.webp
Ditto,Colorless,Genetic Apex,A1,247,Pokémon - Basic,70,"[{'name': 'Copy Anything', 'cost': ['C'], 'damage': '0', 'effect': ""Choose 1 of your opponent's Pokémon's attacks and use it as this attack. If this Pokémon doesn't have the necessary Energy to use that attack, this attack does nothing.""}]",Fighting,1,Jerky,"Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_247_EN.webp,☆,Mewtwo,cards/genetic-apex/247.webp
Eevee,Colorless,Genetic Apex,A1,248,Pokémon - Basic,60,"[{'name': 'Tackle', 'cost': ['C'], 'damage': '20', 'effect': ''}]",Fighting,1,sowsow,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_248_EN.webp,☆,Pikachu,cards/genetic-apex/248.webp
Porygon,Colorless,Genetic Apex,A1,249,Pokémon - Basic,50,"[{'name': 'Sharpen', 'cost': ['C'], 'damage': '20', 'effect': ''}]",Fighting,1,Akira Komayama,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_249_EN.webp,☆,Mewtwo,cards/genetic-apex/249.webp
Snorlax,Colorless,Genetic Apex,A1,250,Pokémon - Basic,150,"[{'name': 'Rollout', 'cost': ['CCCC'], 'damage': '70', 'effect': ''}]",Fighting,4,HYOGONOSUKE,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_250_EN.webp,☆,Pikachu,cards/genetic-apex/250.webp
Venusaur ex,Grass,Genetic Apex,A1,251,Pokémon - Stage 2 - Evolves from Ivysaur,190,"[{'name': 'Razor Leaf', 'cost': ['GCC'], 'damage': '60', 'effect': ''}, {'name': 'Giant Bloom', 'cost': ['GGCC'], 'damage': '100', 'effect': 'Heal 30 damage from this Pokémon.'}]",Fire,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_251_EN.webp,☆☆,Mewtwo,cards/genetic-apex/251.webp
Exeggutor ex,Grass,Genetic Apex,A1,252,Pokémon - Stage 1 - Evolves from Exeggcute,160,"[{'name': 'Tropical Swing', 'cost': ['G'], 'damage': '40+', 'effect': 'Flip a coin. If heads, this attack does 40 more damage.'}]",Fire,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_252_EN.webp,☆☆,Charizard,cards/genetic-apex/252.webp
Charizard ex,Fire,Genetic Apex,A1,253,Pokémon - Stage 2 - Evolves from Charmeleon,180,"[{'name': 'Slash', 'cost': ['RCC'], 'damage': '60', 'effect': ''}, {'name': 'Crimson Storm', 'cost': ['RRCC'], 'damage': '200', 'effect': 'Discard 2 [R] Energy from this Pokémon.'}]",Water,2,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_253_EN.webp,☆☆,Charizard,cards/genetic-apex/253.webp
Arcanine ex,Fire,Genetic Apex,A1,254,Pokémon - Stage 1 - Evolves from Growlithe,150,"[{'name': 'Inferno Onrush', 'cost': ['RRC'], 'damage': '120', 'effect': 'This Pokémon also does 20 damage to itself.'}]",Water,2,PLANETA Saito,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_254_EN.webp,☆☆,Pikachu,cards/genetic-apex/254.webp
Moltres ex,Fire,Genetic Apex,A1,255,Pokémon - Basic,140,"[{'name': 'Inferno Dance', 'cost': ['R'], 'damage': '0', 'effect': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}, {'name': 'Heat Blast', 'cost': ['RCC'], 'damage': '70', 'effect': ''}]",Lightning,2,PLANETA Saito,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_255_EN.webp,☆☆,Charizard,cards/genetic-apex/255.webp
Blastoise ex,Water,Genetic Apex,A1,256,Pokémon - Stage 2 - Evolves from Wartortle,180,"[{'name': 'Surf', 'cost': ['WC'], 'damage': '40', 'effect': ''}, {'name': 'Hydro Bazooka', 'cost': ['WWC'], 'damage': '100+', 'effect': 'If this Pokémon has at least 2 extra [W] Energy attached, this attack does 60 more damage.'}]",Lightning,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_256_EN.webp,☆☆,Pikachu,cards/genetic-apex/256.webp
Starmie ex,Water,Genetic Apex,A1,257,Pokémon - Stage 1 - Evolves from Staryu,130,"[{'name': 'Hydro Splash', 'cost': ['WW'], 'damage': '90', 'effect': ''}]",Lightning,0,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_257_EN.webp,☆☆,Charizard,cards/genetic-apex/257.webp
Articuno ex,Water,Genetic Apex,A1,258,Pokémon - Basic,140,"[{'name': 'Ice Wing', 'cost': ['WC'], 'damage': '40', 'effect': ''}, {'name': 'Blizzard', 'cost': ['WWW'], 'damage': '80', 'effect': ""This attack also does 10 damage to each of your opponent's Benched Pokémon.""}]",Lightning,2,PLANETA Saito,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_258_EN.webp,☆☆,Mewtwo,cards/genetic-apex/258.webp
Pikachu ex,Lightning,Genetic Apex,A1,259,Pokémon - Basic,120,"[{'name': 'Circle Circuit', 'cost': ['LL'], 'damage': '30x', 'effect': 'This attack does 30 damage for each of your Benched [L] Pokémon.'}]",Fighting,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_259_EN.webp,☆☆,Pikachu,cards/genetic-apex/259.webp
Zapdos ex,Lightning,Genetic Apex,A1,260,Pokémon - Basic,130,"[{'name': 'Peck', 'cost': ['L'], 'damage': '20', 'effect': ''}, {'name': 'Thundering Hurricane', 'cost': ['LLL'], 'damage': '50x', 'effect': 'Flip 4 coins. This attack does 50 damage for each heads.'}]",Lightning,1,PLANETA Saito,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_260_EN.webp,☆☆,Pikachu,cards/genetic-apex/260.webp
Gengar ex,Psychic,Genetic Apex,A1,261,Pokémon - Stage 2 - Evolves from Haunter,170,"[{'name': 'Spooky Shot', 'cost': ['PPP'], 'damage': '100', 'effect': ''}]",Darkness,2,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_261_EN.webp,☆☆,Mewtwo,cards/genetic-apex/261.webp
Mewtwo ex,Psychic,Genetic Apex,A1,262,Pokémon - Basic,150,"[{'name': 'Psychic Sphere', 'cost': ['PC'], 'damage': '50', 'effect': ''}, {'name': 'Psydrive', 'cost': ['PPCC'], 'damage': '150', 'effect': 'Discard 2 [P] Energy from this Pokémon.'}]",Darkness,2,PLANETA Mochizuki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_262_EN.webp,☆☆,Mewtwo,cards/genetic-apex/262.webp
Machamp ex,Fighting,Genetic Apex,A1,263,Pokémon - Stage 2 - Evolves from Machoke,180,"[{'name': 'Mega Punch', 'cost': ['FFF'], 'damage': '120', 'effect': ''}]",Psychic,3,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_263_EN.webp,☆☆,Charizard,cards/genetic-apex/263.webp
Marowak ex,Fighting,Genetic Apex,A1,264,Pokémon - Stage 1 - Evolves from Cubone,140,"[{'name': 'Bonemerang', 'cost': ['FF'], 'damage': '80x', 'effect': 'Flip 2 coins. This attack does 80 damage for each heads.'}]",Grass,1,PLANETA Mochizuki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_264_EN.webp,☆☆,Mewtwo,cards/genetic-apex/264.webp
Wigglytuff ex,Colorless,Genetic Apex,A1,265,Pokémon - Stage 1 - Evolves from Jigglypuff,140,"[{'name': 'Sleepy Song', 'cost': ['CCC'], 'damage': '80', 'effect': ""Your opponent's Active Pokémon is now Asleep.""}]",Fighting,2,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_265_EN.webp,☆☆,Pikachu,cards/genetic-apex/265.webp
Erika,,Genetic Apex,A1,266,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Heal 50 damage from 1 of your[G]Pokémon. Illustrated bysaino misaki'}]",,,saino misaki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_266_EN.webp,☆☆,Charizard,cards/genetic-apex/266.webp
Misty,,Genetic Apex,A1,267,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Choose 1 of your[W]Pokémon, and flip a coin until you get tails. For each heads, take a[W]Energy from your Energy Zone and attach it to that Pokémon. Illustrated bySanosuke Sakuma'}]",,,Sanosuke Sakuma,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_267_EN.webp,☆☆,Pikachu,cards/genetic-apex/267.webp
Blaine,,Genetic Apex,A1,268,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""During this turn, attacks used by your Ninetales, Rapidash, or Magmar do +30 damage to your opponent's Active Pokémon. Illustrated byGOSSAN""}]",,,GOSSAN,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_268_EN.webp,☆☆,Charizard,cards/genetic-apex/268.webp
Koga,,Genetic Apex,A1,269,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Put your Muk or Weezing in the Active Spot into your hand. Illustrated bySouichirou Gunjima'}]",,,Souichirou Gunjima,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_269_EN.webp,☆☆,Mewtwo,cards/genetic-apex/269.webp
Giovanni,,Genetic Apex,A1,270,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""During this turn, attacks used by your Pokémon do +10 damage to your opponent's Active Pokémon. Illustrated byHideki Ishikawa""}]",,,Hideki Ishikawa,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_270_EN.webp,☆☆,Mewtwo,cards/genetic-apex/270.webp
Brock,,Genetic Apex,A1,271,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Take a[F]Energy from your Energy Zone and attach it to Golem or Onix. Illustrated byRyuta Fuse'}]",,,Ryuta Fuse,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_271_EN.webp,☆☆,Pikachu,cards/genetic-apex/271.webp
Sabrina,,Genetic Apex,A1,272,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""Switch out your opponent's Active Pokémon to the Bench.(Your opponent chooses the new Active Pokémon.) Illustrated byGIDORA""}]",,,GIDORA,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_272_EN.webp,☆☆,Charizard,cards/genetic-apex/272.webp
Lt. Surge,,Genetic Apex,A1,273,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Move all[L]Energy from your Benched Pokémon to your Raichu, Electrode, or Electabuzz in the Active Spot. Illustrated bynagimiso'}]",,,nagimiso,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_273_EN.webp,☆☆,Pikachu,cards/genetic-apex/273.webp
Moltres ex,Fire,Genetic Apex,A1,274,Pokémon - Basic,140,"[{'name': 'Inferno Dance', 'cost': ['R'], 'damage': '0', 'effect': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}, {'name': 'Heat Blast', 'cost': ['RCC'], 'damage': '70', 'effect': ''}]",Lightning,2,hncl,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_274_EN.webp,☆☆,Charizard,cards/genetic-apex/274.webp
Articuno ex,Water,Genetic Apex,A1,275,Pokémon - Basic,140,"[{'name': 'Ice Wing', 'cost': ['WC'], 'damage': '40', 'effect': ''}, {'name': 'Blizzard', 'cost': ['WWW'], 'damage': '80', 'effect': ""This attack also does 10 damage to each of your opponent's Benched Pokémon.""}]",Lightning,2,kodama,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_275_EN.webp,☆☆,Mewtwo,cards/genetic-apex/275.webp
Zapdos ex,Lightning,Genetic Apex,A1,276,Pokémon - Basic,130,"[{'name': 'Peck', 'cost': ['L'], 'damage': '20', 'effect': ''}, {'name': 'Thundering Hurricane', 'cost': ['LLL'], 'damage': '50x', 'effect': 'Flip 4 coins. This attack does 50 damage for each heads.'}]",Lightning,1,GOSSAN,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_276_EN.webp,☆☆,Pikachu,cards/genetic-apex/276.webp
Gengar ex,Psychic,Genetic Apex,A1,277,Pokémon - Stage 2 - Evolves from Haunter,170,"[{'name': 'Spooky Shot', 'cost': ['PPP'], 'damage': '100', 'effect': ''}]",Darkness,2,NC Empire,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_277_EN.webp,☆☆,Mewtwo,cards/genetic-apex/277.webp
Machamp ex,Fighting,Genetic Apex,A1,278,Pokémon - Stage 2 - Evolves from Machoke,180,"[{'name': 'Mega Punch', 'cost': ['FFF'], 'damage': '120', 'effect': ''}]",Psychic,3,AKIRA EGAWA,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_278_EN.webp,☆☆,Charizard,cards/genetic-apex/278.webp
Wigglytuff ex,Colorless,Genetic Apex,A1,279,Pokémon - Stage 1 - Evolves from Jigglypuff,140,"[{'name': 'Sleepy Song', 'cost': ['CCC'], 'damage': '80', 'effect': ""Your opponent's Active Pokémon is now Asleep.""}]",Fighting,2,Shibuzoh.,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_279_EN.webp,☆☆,Pikachu,cards/genetic-apex/279.webp
Charizard ex,Fire,Genetic Apex,A1,280,Pokémon - Stage 2 - Evolves from Charmeleon,180,"[{'name': 'Slash', 'cost': ['RCC'], 'damage': '60', 'effect': ''}, {'name': 'Crimson Storm', 'cost': ['RRCC'], 'damage': '200', 'effect': 'Discard 2 [R] Energy from this Pokémon.'}]",Water,2,kantaro,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_280_EN.webp,☆☆☆,Charizard,cards/genetic-apex/280.webp
Pikachu ex,Lightning,Genetic Apex,A1,281,Pokémon - Basic,120,"[{'name': 'Circle Circuit', 'cost': ['LL'], 'damage': '30x', 'effect': 'This attack does 30 damage for each of your Benched [L] Pokémon.'}]",Fighting,1,Ryota Murayama,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_281_EN.webp,☆☆☆,Pikachu,cards/genetic-apex/281.webp
Mewtwo ex,Psychic,Genetic Apex,A1,282,Pokémon - Basic,150,"[{'name': 'Psychic Sphere', 'cost': ['PC'], 'damage': '50', 'effect': ''}, {'name': 'Psydrive', 'cost': ['PPCC'], 'damage': '150', 'effect': 'Discard 2 [P] Energy from this Pokémon.'}]",Darkness,2,Nurikabe,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_282_EN.webp,☆☆☆,Mewtwo,cards/genetic-apex/282.webp
Mew,Psychic,Genetic Apex,A1,283,Pokémon - Basic,60,"[{'name': 'Psy Report', 'cost': ['P'], 'damage': '20', 'effect': 'Your opponent reveals their hand.'}]",Darkness,1,Amelicart,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_283_EN.webp,☆☆☆,,cards/genetic-apex/283.webp
Charizard ex,Fire,Genetic Apex,A1,284,Pokémon - Stage 2 - Evolves from Charmeleon,180,"[{'name': 'Slash', 'cost': ['RCC'], 'damage': '60', 'effect': ''}, {'name': 'Crimson Storm', 'cost': ['RRCC'], 'damage': '200', 'effect': 'Discard 2 [R] Energy from this Pokémon.'}]",Water,2,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_284_EN.webp,Crown Rare,,cards/genetic-apex/284.webp
Pikachu ex,Lightning,Genetic Apex,A1,285,Pokémon - Basic,120,"[{'name': 'Circle Circuit', 'cost': ['LL'], 'damage': '30x', 'effect': 'This attack does 30 damage for each of your Benched [L] Pokémon.'}]",Fighting,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_285_EN.webp,Crown Rare,,cards/genetic-apex/285.webp
Mewtwo ex,Psychic,Genetic Apex,A1,286,Pokémon - Basic,150,"[{'name': 'Psychic Sphere', 'cost': ['PC'], 'damage': '50', 'effect': ''}, {'name': 'Psydrive', 'cost': ['PPCC'], 'damage': '150', 'effect': 'Discard 2 [P] Energy from this Pokémon.'}]",Darkness,2,PLANETA Mochizuki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_286_EN.webp,Crown Rare,,cards/genetic-apex/286.webp
Potion,,Promo-A,P-A,1,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Heal 20 damage from 1 of your Pokémon. Illustrated by5ban Graphics'}]",,,5ban Graphics,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_001_EN.webp,Shop,,cards/promo-a/1.webp
X Speed,,Promo-A,P-A,2,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'During this turn, the Retreat Cost of your Active Pokémon is 1 less. Illustrated byToyste Beach'}]",,,Toyste Beach,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_002_EN.webp,Shop,,cards/promo-a/2.webp
Hand Scope,,Promo-A,P-A,3,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Your opponent reveals their hand. Illustrated byToyste Beach'}]",,,Toyste Beach,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_003_EN.webp,Shop,,cards/promo-a/3.webp
Pokédex,,Promo-A,P-A,4,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Look at the top 3 cards of your deck. Illustrated byRyo Ueda'}]",,,Ryo Ueda,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_004_EN.webp,Shop,,cards/promo-a/4.webp
Poké Ball,,Promo-A,P-A,5,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Put 1 random Basic Pokemon from your deck into your hand. Illustrated byRyo Ueda'}]",,,Ryo Ueda,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_005_EN.webp,Shop,,cards/promo-a/5.webp
